chr17	38852918	38852981	SRSF1_K562_rep02	200	-	-3.87440951337972	0	-1	-1	63
chr11	9428823	9428878	SRSF1_K562_rep02	200	+	-3.90168244352983	0	-1	-1	55
chr11	2963789	2963829	SRSF1_K562_rep02	200	-	-3.90966276408309	0	-1	-1	40
chrX	24744453	24744563	SRSF1_K562_rep02	200	+	-3.9178021088931	0	-1	-1	110
chr14	103337855	103337915	SRSF1_K562_rep02	200	+	-3.93550411062656	0	-1	-1	60
chr6	106454870	106454911	SRSF1_K562_rep02	200	+	-3.93949717999242	0	-1	-1	41
chr1	44819879	44819918	SRSF1_K562_rep02	200	-	-3.96331676814547	0	-1	-1	39
chr5	140718962	140719006	SRSF1_K562_rep02	200	+	-4.02107326272079	0	-1	-1	44
chr11	93731011	93731038	SRSF1_K562_rep02	200	-	-4.02710075138391	0	-1	-1	27
chr22	20126476	20126525	SRSF1_K562_rep02	200	+	-4.0441185586745	0	-1	-1	49
chr20	17962871	17962933	SRSF1_K562_rep02	200	-	-4.05837030727587	0	-1	-1	62
chr1	203729634	203729667	SRSF1_K562_rep02	200	+	-4.06980520233815	0	-1	-1	33
chr17	8226978	8227030	SRSF1_K562_rep02	200	-	-4.06980520233815	0	-1	-1	52
chr11	8685446	8685483	SRSF1_K562_rep02	200	+	-4.08881717086396	0	-1	-1	37
chr16	58559816	58559840	SRSF1_K562_rep02	200	-	-4.11711091711651	0	-1	-1	24
chr11	8684248	8684274	SRSF1_K562_rep02	200	+	-4.13503282511377	0	-1	-1	26
chr8	98042108	98042151	SRSF1_K562_rep02	200	-	-4.19305977034981	0	-1	-1	43
chr12	6581483	6581599	SRSF1_K562_rep02	200	-	-4.20167685800876	0	-1	-1	116
chr1	204562439	204562476	SRSF1_K562_rep02	200	-	-4.24612797497862	0	-1	-1	37
chr1	228628158	228628190	SRSF1_K562_rep02	200	-	-4.28070198483677	0	-1	-1	32
chr15	65296136	65296159	SRSF1_K562_rep02	200	+	-4.32914984902289	0	-1	-1	23
chr11	57387404	57387432	SRSF1_K562_rep02	200	-	-4.33283960817195	0	-1	-1	28
chr1	28507362	28507395	SRSF1_K562_rep02	200	+	-4.36924525460068	0	-1	-1	33
chr7	45104415	45104449	SRSF1_K562_rep02	200	-	-4.37236797235858	0	-1	-1	34
chr7	148983803	148983835	SRSF1_K562_rep02	200	+	-4.42702204722865	0	-1	-1	32
chr3	186786689	186786716	SRSF1_K562_rep02	200	+	-4.46852039631506	0	-1	-1	27
chr15	78860608	78860640	SRSF1_K562_rep02	200	+	-4.52046661134772	0	-1	-1	32
chrX	69672496	69672601	SRSF1_K562_rep02	200	+	-4.59270673492706	0	-1	-1	105
chr1	28508635	28508682	SRSF1_K562_rep02	200	+	-4.62340353214997	0	-1	-1	47
chr14	49586820	49586856	SRSF1_K562_rep02	200	+	-4.63187798753958	0	-1	-1	36
chr1	44731088	44731129	SRSF1_K562_rep02	200	-	-4.64055384383961	0	-1	-1	41
chr11	8684226	8684248	SRSF1_K562_rep02	200	+	-4.65258014382154	0	-1	-1	22
chrX	154768607	154768639	SRSF1_K562_rep02	200	+	-4.70207341783767	0	-1	-1	32
chr15	65296109	65296136	SRSF1_K562_rep02	200	+	-4.71307441371966	0	-1	-1	27
chr15	65304737	65304792	SRSF1_K562_rep02	200	+	-4.78445877969895	0	-1	-1	55
chr6	4428004	4428034	SRSF1_K562_rep02	200	+	-4.8099111593797	0	-1	-1	30
chr22	20126407	20126438	SRSF1_K562_rep02	200	+	-4.82418372759005	0	-1	-1	31
chr12	120291791	120291827	SRSF1_K562_rep02	200	-	-4.92009028548837	0	-1	-1	36
chr6	8086414	8086534	SRSF1_K562_rep02	200	-	-5.00121811708074	0	-1	-1	120
chr13	41060731	41060774	SRSF1_K562_rep02	200	-	-5.06980520233815	0	-1	-1	43
chr11	2963835	2963889	SRSF1_K562_rep02	200	-	-5.25287130346853	0	-1	-1	54
chr12	48656720	48656779	SRSF1_K562_rep02	200	-	-5.50276460961426	0	-1	-1	59
chr12	42454787	42454821	SRSF1_K562_rep02	200	+	-5.52046661134772	0	-1	-1	34
chr14	49862574	49862623	SRSF1_K562_rep02	200	-	-5.55825972220596	0	-1	-1	49
chr1	44819918	44819997	SRSF1_K562_rep02	200	-	-5.67237710265269	0	-1	-1	79
chr3	181822943	181822977	SRSF1_K562_rep02	200	-	-7.03038641369163	0	-1	-1	34
